Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Month,Order Year,YearMonth,Month,OrderMonth,CohortMonth,CohortIndex
3687,CA-2016-102792,2016-12-13,2016-12-19,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Riverside,California,92503,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,-0.7727746086531792,3,-0.8717537112056045,-0.4348247542885114,12,2016,2016-12,12,2016-12-01,2014-01-01,36
3688,CA-2016-108567,2016-05-20,2016-05-24,Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida,34952,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,-0.8151097862403088,2,2.299379000610312,-0.621095657077986,5,2016,2016-05,5,2016-05-01,2015-03-01,15
3689,CA-2017-140760,2017-06-02,2017-06-05,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),-0.6809239798663255,6,0.39669937352076207,-0.2763442410962284,6,2017,2017-06,6,2017-06-01,2014-10-01,33
3690,CA-2017-140760,2017-06-02,2017-06-05,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",-0.5708738456851724,5,0.39669937352076207,-0.00498604343070538,6,2017,2017-06,6,2017-06-01,2014-10-01,33
3691,US-2015-131359,2015-10-30,2015-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,-0.47564635554586077,2,2.299379000610312,-1.8922202427648809,10,2015,2015-10,10,2015-10-01,2014-09-01,14
3692,US-2015-131359,2015-10-30,2015-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,1.7755826974563882,1,0.39669937352076207,1.8568369411052081,10,2015,2015-10,10,2015-10-01,2014-09-01,14
3693,US-2015-131359,2015-10-30,2015-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,-0.3099668738215862,5,0.39669937352076207,0.49916838830257804,10,2015,2015-10,10,2015-10-01,2014-09-01,14
3694,US-2015-131359,2015-10-30,2015-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",-0.7393140596730353,4,0.39669937352076207,-0.42020037548169054,10,2015,2015-10,10,2015-10-01,2014-09-01,14
3695,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,0.5490592596983958,7,-0.8717537112056045,1.8568369411052081,10,2016,2016-10,10,2016-10-01,2014-03-01,32
3696,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,-0.4368657688560552,6,-0.8717537112056045,0.5608471807378386,10,2016,2016-10,10,2016-10-01,2014-03-01,32
3697,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,-0.5747838956722289,3,-0.8717537112056045,-0.06078388205079265,10,2016,2016-10,10,2016-10-01,2014-03-01,32
3698,CA-2015-151680,2015-11-19,2015-11-21,Second Class,TC-21475,Tony Chapman,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",0.00994630693757953,2,-0.8717537112056045,0.2253886214190424,11,2015,2015-11,11,2015-11-01,2014-11-01,13
3699,CA-2014-140039,2014-09-13,2014-09-17,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Tempe,Arizona,85281,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,-0.3606790372900761,5,0.39669937352076207,-0.34298826789447273,9,2014,2014-09,9,2014-09-01,2014-09-01,1
3700,CA-2017-160416,2017-11-13,2017-11-18,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Yonkers,New York,10701,East,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,0.1402813065061285,4,-0.8717537112056045,1.8461849193664506,11,2017,2017-11,11,2017-11-01,2014-11-01,37
3701,CA-2017-169411,2017-12-24,2017-12-29,Standard Class,AC-10615,Ann Chong,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",-0.6063605114767909,1,-0.8717537112056045,-0.3134003549281682,12,2017,2017-12,12,2017-12-01,2015-09-01,28
3702,CA-2016-126543,2016-01-09,2016-01-13,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,43615,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",-0.7412098414849414,2,0.39669937352076207,-0.4163475706754409,1,2016,2016-01,1,2016-01-01,2014-12-01,14
3703,CA-2015-104941,2015-06-13,2015-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-AR-10004269,Office Supplies,Art,Newell 31,-0.68426529530981,6,-0.8717537112056045,-0.30963573051361093,6,2015,2015-06,6,2015-06-01,2014-11-01,8
3704,CA-2015-104941,2015-06-13,2015-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,-0.7176784497446562,3,-0.8717537112056045,-0.24634934170672854,6,2015,2015-06,6,2015-06-01,2014-11-01,8
3705,CA-2015-104941,2015-06-13,2015-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,2.124750161300531,3,-0.8717537112056045,1.8568369411052081,6,2015,2015-06,6,2015-06-01,2014-11-01,8
3706,CA-2015-104941,2015-06-13,2015-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,-0.6391219909137944,5,-0.8717537112056045,-0.017500875943963465,6,2015,2015-06,6,2015-06-01,2014-11-01,8
3707,CA-2017-160087,2017-03-18,2017-03-22,Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,-0.689881548927582,3,0.39669937352076207,-0.32267964537702304,3,2017,2017-03,3,2017-03-01,2015-05-01,23
3708,CA-2014-120544,2014-11-23,2014-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,-0.7933438413123611,2,2.299379000610312,-0.6313449318354564,11,2014,2014-11,11,2014-11-01,2014-11-01,1
3709,CA-2014-120544,2014-11-23,2014-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",-0.6286004018577152,3,2.299379000610312,-1.8922202427648809,11,2014,2014-11,11,2014-11-01,2014-11-01,1
3710,CA-2014-120544,2014-11-23,2014-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,-0.7982254794780194,7,0.39669937352076207,-0.48854696215030224,11,2014,2014-11,11,2014-11-01,2014-11-01,1
3711,CA-2017-113670,2017-10-15,2017-10-17,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,2.124750161300531,3,0.39669937352076207,-0.3286419964768354,10,2017,2017-10,10,2017-10-01,2014-04-01,43
3712,CA-2017-113670,2017-10-15,2017-10-17,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,0.38311910797498394,5,-0.8717537112056045,1.8568369411052081,10,2017,2017-10,10,2017-10-01,2014-04-01,43
3713,CA-2017-166198,2017-04-21,2017-04-24,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",-0.7627032677774277,1,-0.8717537112056045,-0.427539697313314,4,2017,2017-04,4,2017-04-01,2015-08-01,21
3714,CA-2017-166198,2017-04-21,2017-04-24,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,0.13222423380552722,3,-0.8717537112056045,0.6131245867972859,4,2017,2017-04,4,2017-04-01,2015-08-01,21
3715,CA-2014-135608,2014-12-08,2014-12-10,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,-0.5604470457196884,2,-0.8717537112056045,0.16770507903814977,12,2014,2014-12,12,2014-12-01,2014-05-01,8
3716,CA-2014-135608,2014-12-08,2014-12-10,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,2.124750161300531,5,0.39669937352076207,0.9912149739457986,12,2014,2014-12,12,2014-12-01,2014-05-01,8
3717,CA-2017-144568,2017-05-29,2017-06-02,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,-0.6915522066493244,5,-0.8717537112056045,-0.5050197376291354,5,2017,2017-05,5,2017-05-01,2015-03-01,27
3718,CA-2016-142370,2016-09-19,2016-09-23,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Columbus,Georgia,31907,South,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,-0.8012113358317717,2,-0.8717537112056045,-0.5398272514729208,9,2016,2016-09,9,2016-09-01,2015-04-01,18
3719,CA-2016-142370,2016-09-19,2016-09-23,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Columbus,Georgia,31907,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,0.6497134252742887,5,-0.8717537112056045,1.8568369411052081,9,2016,2016-09,9,2016-09-01,2015-04-01,18
3720,CA-2016-105900,2016-09-17,2016-09-23,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Columbus,Indiana,47201,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,-0.6331976727515876,5,-0.8717537112056045,-0.12582709558446845,9,2016,2016-09,9,2016-09-01,2014-01-01,33
3721,CA-2016-151155,2016-12-20,2016-12-24,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,-0.7189817997403417,4,-0.8717537112056045,-0.2946993287823403,12,2016,2016-12,12,2016-12-01,2014-07-01,30
3722,CA-2016-151155,2016-12-20,2016-12-24,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,-0.7397169133080653,2,-0.8717537112056045,-0.30961538119245113,12,2016,2016-12,12,2016-12-01,2014-07-01,30
3723,CA-2017-144036,2017-11-22,2017-11-26,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,-0.6195006491605656,8,0.39669937352076207,-0.469255805690841,11,2017,2017-11,11,2017-11-01,2014-06-01,42
3724,US-2014-169789,2014-12-30,2015-01-04,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Phoenix,Arizona,85023,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,2.124750161300531,5,2.299379000610312,-1.8922202427648809,12,2014,2014-12,12,2014-12-01,2014-12-01,1
3725,CA-2017-127264,2017-04-03,2017-04-05,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,-0.7892679104167627,3,0.39669937352076207,-0.47017152514303057,4,2017,2017-04,4,2017-04-01,2014-02-01,39
3726,CA-2016-151512,2016-12-26,2017-01-02,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Denver,Colorado,80219,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,-0.720166663372783,2,0.39669937352076207,-0.42591175162053246,12,2016,2016-12,12,2016-12-01,2014-12-01,25
3727,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711,East,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,1.3039358799267824,2,-0.8717537112056045,1.8568369411052081,6,2016,2016-06,6,2016-06-01,2014-05-01,26
3728,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,-0.7649545086790662,2,-0.8717537112056045,-0.45033093701225557,6,2016,2016-06,6,2016-06-01,2014-05-01,26
3729,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,-0.7425605860259247,3,-0.8717537112056045,-0.31187415584118555,6,2016,2016-06,6,2016-06-01,2014-05-01,26
3730,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,-0.5824855092830976,2,-0.8717537112056045,-0.2745670670482752,9,2015,2015-09,9,2015-09-01,2014-11-01,11
3731,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,2.124750161300531,7,-0.8717537112056045,-0.5449552804051826,9,2015,2015-09,9,2015-09-01,2014-11-01,11
3732,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,2.124750161300531,1,-0.8717537112056045,1.8568369411052081,9,2015,2015-09,9,2015-09-01,2014-11-01,11
3733,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,2.124750161300531,7,-0.8717537112056045,1.8568369411052081,9,2015,2015-09,9,2015-09-01,2014-11-01,11
3734,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",-0.4455152733728771,4,-0.8717537112056045,0.5365840068083404,9,2015,2015-09,9,2015-09-01,2014-11-01,11
3735,CA-2017-168193,2017-03-06,2017-03-11,Second Class,RM-19750,Roland Murray,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,-0.6747863862502792,1,-0.8717537112056045,-0.13339704305590264,3,2017,2017-03,3,2017-03-01,2017-03-01,1
3736,CA-2017-168193,2017-03-06,2017-03-11,Second Class,RM-19750,Roland Murray,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",-0.40469672123527245,3,-0.8717537112056045,0.016451966411111574,3,2017,2017-03,3,2017-03-01,2017-03-01,1
3737,CA-2016-115476,2016-03-17,2016-03-17,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,-0.0610270246456577,2,-0.8717537112056045,1.571048531072264,3,2016,2016-03,3,2016-03-01,2014-03-01,25
3738,CA-2016-115476,2016-03-17,2016-03-17,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",-0.6382925863710855,2,-0.8717537112056045,-0.00418563679842112,3,2016,2016-03,3,2016-03-01,2014-03-01,25
3739,CA-2016-133340,2016-12-09,2016-12-13,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201,Central,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",-0.76649483140124,1,-0.8717537112056045,-0.4414450667724897,12,2016,2016-12,12,2016-12-01,2014-12-01,25
3740,CA-2016-133340,2016-12-09,2016-12-13,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,-0.4757292960001317,2,-0.8717537112056045,0.3094313178088895,12,2016,2016-12,12,2016-12-01,2014-12-01,25
3741,CA-2016-133340,2016-12-09,2016-12-13,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",-0.46418279990199063,1,-0.23752716884242125,0.2485122333635935,12,2016,2016-12,12,2016-12-01,2014-12-01,25
3742,CA-2016-137848,2016-01-15,2016-01-21,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,10011,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",-0.733200163329638,4,-0.8717537112056045,-0.2872243448096517,1,2016,2016-01,1,2016-01-01,2014-11-01,15
3743,CA-2016-137848,2016-01-15,2016-01-21,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,-0.4748998914574227,9,-0.8717537112056045,0.43376567009507966,1,2016,2016-01,1,2016-01-01,2014-11-01,15
3744,CA-2016-137848,2016-01-15,2016-01-21,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,10011,East,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",-0.5376028748862192,3,0.39669937352076207,0.0430587038275098,1,2016,2016-01,1,2016-01-01,2014-11-01,15
3745,CA-2014-113047,2014-10-24,2014-10-24,Same Day,AP-10915,Arthur Prichep,Consumer,United States,Rock Hill,South Carolina,29730,South,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,-0.7608667291471436,3,-0.8717537112056045,-0.4163475706754409,10,2014,2014-10,10,2014-10-01,2014-08-01,3
3746,CA-2016-149979,2016-09-23,2016-09-28,Second Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Georgia,31907,South,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,-0.13051927668834307,5,-0.8717537112056045,0.618093212713796,9,2016,2016-09,9,2016-09-01,2014-06-01,28
3747,CA-2016-149979,2016-09-23,2016-09-28,Second Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Georgia,31907,South,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,1.354825772940139,3,-0.8717537112056045,1.8568369411052081,9,2016,2016-09,9,2016-09-01,2014-06-01,28
3748,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.3446702831022621,2,-0.8717537112056045,1.8568369411052081,8,2017,2017-08,8,2017-08-01,2015-09-01,24
3749,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,1.07608660340831,4,-0.8717537112056045,1.8568369411052081,8,2017,2017-08,8,2017-08-01,2015-09-01,24
3750,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,2.124750161300531,2,0.39669937352076207,1.8568369411052081,8,2017,2017-08,8,2017-08-01,2015-09-01,24
3751,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,-0.6628192635626214,5,-0.8717537112056045,-0.26562693195208326,8,2017,2017-08,8,2017-08-01,2015-09-01,24
3752,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,0.5331820870236815,3,0.39669937352076207,0.23605166570676145,8,2017,2017-08,8,2017-08-01,2015-09-01,24
3753,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,-0.1421901834678904,3,-0.8717537112056045,1.3874569555688259,8,2017,2017-08,8,2017-08-01,2015-09-01,24
3754,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,2.124750161300531,2,0.39669937352076207,1.8568369411052081,8,2017,2017-08,8,2017-08-01,2015-09-01,24
3755,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,1.2714706163978893,5,-0.8717537112056045,0.056875892894993216,8,2017,2017-08,8,2017-08-01,2015-09-01,24
3756,CA-2016-116799,2016-03-03,2016-03-06,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",-0.5776038711174394,7,0.39669937352076207,-0.01895246085336033,3,2016,2016-03,3,2016-03-01,2016-03-01,1
3757,CA-2016-116799,2016-03-03,2016-03-06,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,2.124750161300531,5,1.0309259158839452,-1.8922202427648809,3,2016,2016-03,3,2016-03-01,2016-03-01,1
3758,CA-2016-111283,2016-02-29,2016-03-04,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Newark,Ohio,43055,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,-0.17285445427547266,7,0.39669937352076207,-0.26234390813830716,2,2016,2016-02,2,2016-02-01,2015-05-01,10
3759,CA-2015-167745,2015-09-18,2015-09-23,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",-0.7618738632347186,2,-0.8717537112056045,-0.35877255800740043,9,2015,2015-09,9,2015-09-01,2014-04-01,18
3760,CA-2015-167745,2015-09-18,2015-09-23,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",-0.7309489224279994,2,-0.8717537112056045,-0.37300351660513237,9,2015,2015-09,9,2015-09-01,2014-04-01,18
3761,CA-2015-167745,2015-09-18,2015-09-23,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,-0.6865165362114486,2,-0.8717537112056045,-0.1973888749963237,9,2015,2015-09,9,2015-09-01,2014-04-01,18
3762,CA-2017-104577,2017-05-12,2017-05-17,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Everett,Massachusetts,2149,East,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",-0.3120996283599807,5,-0.8717537112056045,0.881125146471447,5,2017,2017-05,5,2017-05-01,2014-03-01,39
3763,CA-2016-156251,2016-08-13,2016-08-18,Second Class,TS-21160,Theresa Swint,Corporate,United States,West Allis,Wisconsin,53214,Central,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,0.6023781231582567,2,-0.8717537112056045,0.27566501089777906,8,2016,2016-08,8,2016-08-01,2014-04-01,29
3764,CA-2016-156251,2016-08-13,2016-08-18,Second Class,TS-21160,Theresa Swint,Corporate,United States,West Allis,Wisconsin,53214,Central,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,-0.7805947086272921,3,-0.8717537112056045,-0.4033647037755081,8,2016,2016-08,8,2016-08-01,2014-04-01,29
3765,CA-2017-125878,2017-02-25,2017-03-02,Standard Class,MH-18025,Michelle Huthwaite,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,-0.820477218495268,3,2.299379000610312,-0.6480449414005737,2,2017,2017-02,2,2017-02-01,2014-07-01,32
3766,CA-2016-163153,2016-03-21,2016-03-25,Standard Class,DM-12955,Dario Medina,Corporate,United States,Houston,Texas,77036,Central,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,-0.2423585549544825,2,1.0309259158839452,-0.5931017742691966,3,2016,2016-03,3,2016-03-01,2014-09-01,19
